,AT,V,AP,RH,EP
3939,6.49,35.57,1025.4,79.67,486.8
3940,15.62,41.23,992.89,83.99,463.21
3941,17.35,52.72,1026.31,58.01,463.65
3942,14.28,44.84,1024.84,79.09,474.57
3943,23.62,73.67,1007.0,90.8,438.33
3944,16.22,41.35,1000.96,79.59,462.21
3945,28.59,68.08,1013.2,42.96,436.7
3946,29.86,70.8,1010.22,70.36,437.47
3947,13.39,44.85,1017.24,80.44,469.18
3948,24.54,60.23,1011.55,72.78,445.25
3949,18.63,61.27,1019.69,73.67,454.03
3950,19.49,46.63,1013.11,88.01,451.31
3951,28.64,66.54,1010.43,43.39,437.97
3952,14.42,41.16,1004.32,88.42,467.25
3953,15.86,40.66,1016.23,86.74,455.85
3954,31.3,67.17,1007.27,62.99,433.53
3955,16.96,52.9,1019.61,81.86,460.2
3956,15.98,42.99,1008.24,83.78,467.42
3957,25.49,47.45,1007.89,57.04,444.52
3958,14.26,44.47,1028.11,66.81,465.22
3959,10.07,40.92,1021.43,97.15,467.01
3960,26.06,58.59,1012.41,55.22,451.47
3961,3.98,35.47,1017.22,86.53,489.64
3962,29.61,67.07,1005.91,39.28,434.14
3963,6.49,43.65,1020.41,72.78,484.94
3964,30.6,72.29,1010.54,41.52,441.5
3965,21.64,44.05,1007.73,74.79,447.96
3966,12.79,44.03,1007.46,95.93,464.35
3967,22.63,58.96,1013.62,56.67,451.41
3968,26.18,69.84,1005.13,72.89,431.69
3969,17.33,53.16,1013.16,82.93,460.67
3970,29.53,71.43,1011.79,57.41,438.78
3971,16.82,47.45,1010.19,88.48,449.57
3972,15.52,40.0,1017.0,66.27,454.14
3973,18.58,49.25,1019.92,60.24,452.94
3974,26.14,61.02,1010.13,66.71,436.17
3975,27.88,63.87,1017.79,40.0,443.24
3976,14.54,42.77,1019.61,81.82,466.37
3977,22.48,50.32,1008.47,83.58,444.5
3978,21.55,44.58,1017.2,46.64,464.44
3979,15.79,49.15,1020.62,76.22,465.62
3980,25.47,59.92,1010.08,77.18,439.84
3981,20.71,46.63,1013.1,74.49,453.05
3982,23.75,59.07,1007.73,88.82,443.54
3983,27.85,66.44,1008.48,77.15,429.0
3984,16.27,58.2,1018.47,80.03,453.66
3985,23.81,66.51,1016.96,70.16,438.32
3986,26.54,66.51,1015.39,51.22,440.04
3987,15.75,47.45,1009.86,86.68,451.5
3988,21.8,62.39,1007.84,89.04,452.15
3989,23.21,63.94,1013.56,80.23,446.11
3990,18.86,50.78,1008.46,91.67,446.7
3991,7.77,41.82,1032.72,72.8,479.4
3992,20.78,58.86,1016.02,77.29,446.2
3993,21.85,69.94,1010.89,79.4,443.0
3994,21.54,69.48,1011.04,80.48,443.15
3995,17.26,49.78,1007.38,100.06,453.54
3996,20.13,43.43,1009.75,66.16,453.47
3997,19.85,56.53,1020.57,74.05,457.17
3998,25.57,59.43,1008.88,61.19,438.9
3999,23.31,60.37,1005.17,82.75,438.52
4000,19.69,56.65,1020.72,70.86,456.18
4001,14.77,48.06,1010.92,69.81,461.52
4002,17.73,40.55,1003.36,74.62,462.69
4003,12.16,40.81,1025.79,70.97,476.63
4004,10.82,41.55,1004.55,65.14,475.44
4005,26.68,49.02,1008.4,68.01,441.54
4006,19.31,44.71,1016.13,30.59,463.0
4007,24.6,63.78,1017.25,60.33,448.65
4008,4.87,42.85,1013.6,92.3,482.22
4009,11.85,42.07,1017.92,93.45,467.25
4010,12.36,41.74,1020.58,69.24,477.16
4011,24.96,69.68,1011.37,63.12,447.2
4012,7.61,39.37,1015.84,83.73,483.74
4013,23.23,60.32,1016.73,78.35,447.09
4014,25.53,57.17,1010.0,72.57,442.12
4015,5.43,39.9,1007.5,86.27,487.84
4016,19.82,57.85,1011.58,97.23,447.36
4017,28.53,76.86,999.08,75.77,431.64
4018,6.11,38.68,1017.53,79.23,482.97
4019,24.4,41.1,1002.14,38.75,451.66
4020,15.69,39.3,1019.03,60.57,464.17
4021,24.67,70.94,1007.99,75.64,443.51
4022,19.39,68.61,1011.09,96.51,446.47
4023,24.16,66.05,1016.45,73.27,443.75
4024,25.21,59.21,1017.37,55.06,445.33
4025,19.8,58.79,1017.04,87.71,449.66
4026,28.46,73.67,1005.67,71.21,429.15
4027,21.6,66.86,1013.02,54.19,450.84
4028,13.33,54.3,1016.77,80.32,468.1
4029,25.12,71.58,1010.18,87.5,433.58
4030,28.89,70.72,1009.36,70.33,433.02
4031,20.64,61.86,1012.81,99.97,447.14
4032,15.3,43.14,1015.11,71.35,466.0
4033,22.67,60.77,1017.56,79.43,444.43
4034,20.45,69.45,1012.53,91.81,441.83
4035,23.53,68.94,1007.53,69.17,437.48
4036,29.35,71.58,1010.07,61.8,434.45
4037,21.86,60.27,1016.06,90.48,446.31
4038,8.36,40.22,1011.6,89.18,484.66
4039,30.62,66.54,1004.11,55.36,429.01
4040,26.02,70.79,1004.21,79.12,428.72
4041,10.73,25.36,1009.35,100.15,469.43
4042,26.06,67.83,1009.26,66.37,432.28
4043,12.33,39.85,1012.53,66.04,479.32
4044,6.01,35.79,1011.26,90.72,482.79
4045,23.95,58.46,1017.5,68.46,440.75
4046,6.13,40.81,1026.31,91.66,483.8
4047,25.09,65.46,1015.29,40.13,442.99
4048,25.78,59.15,1013.61,66.68,441.71
4049,7.11,41.74,1022.35,90.68,487.85
4050,10.82,42.02,996.03,99.34,475.46
4051,12.38,45.09,1013.26,90.55,467.47
4052,5.05,35.57,1027.03,80.02,491.4
4053,27.82,59.15,1012.74,42.78,442.0
4054,23.78,60.27,1018.02,78.06,441.56
4055,14.76,39.64,1010.37,81.99,465.82
4056,15.14,44.21,1019.97,83.86,463.1
4057,14.45,44.84,1023.28,82.79,461.0
4058,6.79,40.0,1019.01,81.83,480.83
4059,21.6,59.8,1016.9,76.59,450.14
4060,28.07,61.47,1008.68,64.83,442.59
4061,8.25,37.49,1009.02,81.09,480.38
4062,17.48,43.14,1018.68,74.85,459.59
4063,17.06,52.9,1019.76,80.9,460.82
4064,14.96,43.02,1012.77,42.93,467.16
4065,31.35,67.32,1013.74,38.56,439.81
4066,14.64,42.77,1017.59,79.6,464.27
4067,11.55,42.34,1020.78,94.56,469.13
4068,26.21,70.32,1007.0,78.29,430.4
4069,30.32,64.69,1006.35,51.36,436.72
4070,16.85,52.9,1019.47,81.28,460.84
4071,28.94,62.26,1010.64,50.41,436.04
4072,20.55,68.63,1012.5,67.07,453.47
4073,9.89,40.64,1020.59,98.35,478.13
4074,23.97,64.05,1012.23,90.18,447.44
4075,23.71,50.23,1017.55,73.24,458.59
4076,23.76,70.32,1012.13,78.84,434.64
4077,11.6,39.1,1009.81,100.09,460.7
4078,19.2,54.2,1011.46,84.44,450.75
4079,13.88,39.16,1010.8,75.69,464.37
4080,20.19,66.86,1012.97,64.7,454.84
4081,14.89,39.58,1012.26,77.58,465.95
4082,7.24,39.04,1019.0,68.69,485.57
4083,29.36,78.05,1011.12,64.17,434.29
4084,14.08,40.73,1017.52,91.49,461.58
4085,7.11,40.77,1022.4,90.95,475.55
4086,9.31,41.39,1018.3,93.68,480.25
4087,22.45,57.76,1017.55,58.6,450.61
4088,7.0,38.08,1020.27,77.67,482.38
4089,21.59,48.06,1012.72,77.13,446.83
4090,25.52,71.73,1009.91,79.55,434.67
4091,29.88,68.08,1011.14,55.78,429.33
4092,24.0,58.05,1011.28,74.32,447.16
4093,18.26,58.96,1014.04,69.7,457.43
4094,25.02,47.45,1008.07,60.42,446.62
4095,21.73,64.63,1020.84,68.9,450.36
4096,8.41,40.67,1019.97,69.2,489.25
4097,19.76,62.1,1020.07,73.55,450.44
4098,21.31,50.78,1008.68,85.28,445.17
4099,12.66,43.67,1012.49,95.96,472.44
4100,20.06,60.77,1017.19,88.73,447.35
4101,22.94,61.5,1008.25,73.45,445.31
4102,6.86,40.02,1031.5,77.94,476.45
4103,31.63,70.17,999.4,59.94,432.07
4104,18.12,50.16,1009.82,100.09,453.29
4105,23.86,66.54,1005.23,90.89,432.17
4106,12.09,40.6,1013.85,85.72,474.35
4107,11.76,39.28,1016.9,91.06,478.07
4108,12.28,39.96,1011.76,77.07,468.0
4109,26.44,71.77,1006.68,81.45,430.12
4110,16.8,44.9,1009.14,79.78,456.42
4111,16.14,54.3,1017.93,65.68,460.73
4112,20.88,47.45,1007.5,76.21,449.34
4113,16.76,48.14,1012.92,65.74,456.31
4114,28.22,76.2,1006.11,62.17,437.62
4115,28.71,64.69,1006.52,68.38,435.85
4116,21.44,48.98,1014.4,54.22,454.5
4117,22.99,46.21,1010.71,60.11,444.36
4118,8.01,40.02,1031.33,85.01,477.84
4119,30.03,68.84,1011.41,53.82,439.31
4120,27.18,79.05,1008.99,94.32,434.01
4121,25.63,69.89,1015.17,77.42,434.47
4122,9.59,38.56,1017.01,60.1,481.3
4123,28.5,71.32,1002.54,69.35,435.7
4124,23.99,58.62,1016.91,66.36,449.4
4125,19.65,42.23,1013.04,75.9,461.16
4126,27.54,75.6,1018.26,57.89,440.87
4127,25.62,60.29,1017.81,51.24,444.94
4128,8.97,44.03,1013.16,80.39,474.61
4129,7.49,39.81,1018.2,85.96,483.71
4130,9.92,40.64,1020.39,95.41,469.65
4131,10.91,39.61,1018.44,64.38,469.42
4132,12.28,40.92,1023.23,89.14,460.33
4133,11.91,41.49,1019.69,96.39,470.07
4134,25.35,63.21,1012.31,80.16,442.23
4135,16.6,41.93,1022.01,48.98,467.51
4136,11.55,40.6,1014.44,87.06,475.14
4137,13.95,40.2,1013.18,90.77,464.79
4138,26.88,69.51,1012.76,45.03,436.3
4139,11.53,41.14,1025.63,88.54,469.04
4140,25.4,69.59,1008.58,82.22,432.58
4141,8.14,41.26,1020.61,91.28,477.57
4142,25.65,68.08,1011.27,75.26,435.91
4143,17.66,62.1,1019.49,86.3,452.03
4144,30.55,71.06,1009.33,73.38,432.6
4145,23.04,57.32,1011.23,64.27,442.01
4146,26.05,58.59,1012.32,49.83,452.41
4147,5.02,40.64,1021.2,93.27,485.28
4148,24.91,52.3,1008.72,68.26,441.15
4149,17.12,48.6,1007.38,79.15,454.47
4150,14.65,41.92,1030.61,63.07,464.95
4151,27.05,75.33,1003.88,82.94,433.57
4152,7.29,40.96,1023.01,90.78,488.65
4153,19.06,50.16,1011.36,99.64,449.74
4154,22.35,54.42,1012.46,75.01,454.72
4155,10.52,41.78,1013.54,71.52,474.58
4156,14.87,41.2,1016.27,70.51,467.01
4157,26.25,52.09,1013.2,53.12,450.53
4158,15.72,56.89,1013.35,85.06,456.33
4159,27.76,72.99,1007.81,71.66,435.02
4160,27.16,56.85,1012.07,39.05,437.4
4161,24.81,67.17,1007.71,84.37,442.75
4162,26.17,58.86,1014.52,51.28,443.69
4163,19.33,58.96,1014.88,67.86,456.54
4164,32.45,68.3,1015.26,44.12,431.79
4165,21.17,58.46,1017.71,83.98,446.66
4166,15.82,44.88,1018.59,78.88,461.9
4167,15.66,41.7,1018.0,77.0,452.58
4168,14.22,44.99,1012.0,75.28,460.53
4169,23.95,58.79,1010.45,74.34,448.32
4170,8.35,40.77,1011.77,90.25,478.82
4171,25.14,60.37,1006.63,77.17,438.39
4172,27.63,71.98,1005.45,82.88,426.0
4173,19.54,50.66,1014.7,84.53,456.61
4174,6.25,39.48,1004.82,52.71,484.26
4175,28.67,66.25,1007.96,76.36,434.73
4176,20.56,64.45,1012.24,53.09,458.97
4177,19.81,56.65,1020.62,67.99,457.72
4178,28.46,60.23,1010.2,63.38,439.88
4179,28.11,69.84,1004.68,67.08,427.33
4180,21.05,61.87,1009.69,62.81,449.05
4181,32.66,73.68,1014.64,40.88,425.17
4182,30.26,77.24,1008.39,74.25,430.51
4183,12.68,40.73,1017.66,92.08,465.94
4184,20.38,62.52,1017.85,75.56,456.56
4185,10.94,43.67,1012.36,73.3,477.34
4186,25.71,58.59,1012.77,61.83,451.28
4187,23.37,63.77,1013.42,76.44,443.86
4188,20.11,51.19,1007.82,92.06,449.03
4189,9.08,40.46,1019.48,77.37,476.81
4190,29.98,67.22,1014.22,52.69,445.3
4191,15.83,41.67,1013.39,74.12,464.93
4192,11.26,39.35,1015.47,99.28,471.83
4193,32.33,69.68,1011.95,39.89,439.79
4194,9.7,40.71,1025.63,80.34,483.19
4195,28.96,66.54,1002.54,56.33,429.48
4196,25.41,77.54,1009.68,89.09,434.09
4197,19.93,57.25,1010.6,89.34,455.15
4198,25.06,44.57,1007.39,56.07,443.66
4199,10.64,41.04,1025.0,93.59,468.88
4200,19.62,68.63,1012.26,68.05,453.84
4201,17.77,43.72,1009.01,77.7,456.34
4202,18.53,39.72,1001.26,64.08,457.26
4203,21.01,50.9,1012.24,70.82,453.99
4204,7.68,38.06,1020.92,83.87,483.8
4205,6.65,40.69,1020.11,89.84,479.35
4206,13.08,43.14,1019.39,99.74,467.06
4207,13.8,39.82,1012.37,83.69,473.56
4208,26.34,69.04,1009.44,72.06,444.13
4209,24.55,67.07,1005.66,63.58,443.39
4210,32.91,73.56,1007.02,55.03,434.03
4211,18.94,48.7,1007.82,92.88,453.36
4212,25.54,49.16,1003.64,47.4,443.55
4213,16.34,47.45,1009.41,92.96,448.59
4214,24.5,60.77,1017.15,73.66,439.91
4215,10.45,41.01,1020.57,93.84,465.74
4216,9.47,36.54,1007.93,77.65,475.48
4217,24.95,76.16,1006.2,76.16,437.47
4218,20.58,50.78,1008.87,91.18,445.03
4219,28.57,75.33,1003.16,76.14,431.58
4220,27.36,63.31,1013.7,51.58,440.4
4221,27.91,63.76,1010.27,65.67,435.21
4222,19.5,40.79,1003.8,89.45,457.09
4223,18.87,67.71,1004.0,87.35,444.77
4224,13.3,37.9,997.41,91.51,465.61
4225,24.01,42.48,1011.39,55.1,453.12
4226,21.59,66.54,1004.88,90.54,441.71
4227,8.23,41.01,1022.89,98.03,474.52
4228,25.45,72.24,1011.44,80.54,434.92
4229,19.37,63.09,1018.79,81.52,450.18
4230,6.94,38.91,1018.94,90.64,485.12
4231,35.01,74.67,1016.1,26.3,428.48
4232,23.08,48.41,1008.44,82.35,443.5
4233,28.38,64.05,1010.19,71.84,439.83
4234,28.46,69.75,1009.46,79.75,435.75
4235,19.88,44.6,1015.52,37.85,467.68
4236,18.92,67.71,1008.19,64.53,446.77
4237,31.94,74.99,1002.05,34.12,440.17
4238,18.16,43.72,1008.64,75.22,454.98
4239,31.19,69.68,1012.6,52.06,440.97
4240,8.91,40.69,1015.11,89.65,481.59
4241,18.95,65.48,1018.17,71.85,452.85
4242,18.06,43.14,1013.95,62.21,461.27
4243,12.22,41.2,1016.81,81.22,474.96
4244,18.41,49.69,1006.66,80.55,454.97
4245,13.94,42.86,1012.35,88.78,471.64
4246,5.99,35.79,1011.56,91.69,484.82
4247,22.79,44.57,1007.31,69.36,448.91
4248,25.0,68.14,1005.35,57.13,437.67
4249,14.41,40.83,1009.82,80.43,470.13
4250,25.74,63.73,1010.88,70.87,441.9
4251,29.01,64.79,1017.62,44.31,442.12
4252,19.73,68.63,1012.41,74.12,450.26
4253,19.48,39.72,1001.75,55.41,457.16
4254,24.45,68.63,1013.38,45.35,446.33
4255,21.5,50.32,1008.65,81.68,442.71
4256,35.03,68.27,1006.55,43.82,426.22
4257,13.35,41.44,1015.9,66.04,473.17
4258,6.72,38.91,1016.89,90.47,485.89
4259,19.05,53.16,1013.22,82.8,455.76
4260,29.95,73.42,1011.44,66.32,432.81
4261,12.45,37.92,1008.03,61.87,470.59
4262,11.22,43.13,1017.24,80.9,473.93
4263,17.66,60.08,1017.22,86.96,456.62
4264,25.97,57.32,1012.13,47.48,442.73
4265,19.15,56.53,1019.95,84.1,456.4
4266,23.63,58.79,1017.2,67.68,442.86
4267,25.68,68.27,1008.05,68.48,434.89
4268,24.85,70.09,1006.56,70.09,439.96
4269,26.39,66.49,1012.96,60.35,433.36
4270,26.47,47.43,1009.09,54.94,439.4
4271,30.24,68.24,1009.68,64.67,426.25
4272,24.85,70.47,1006.64,85.37,434.47
4273,28.44,67.07,1006.08,50.42,433.15
4274,30.4,71.97,1008.42,76.28,430.23
4275,15.25,41.17,1016.0,62.05,468.76
4276,7.47,40.07,1015.45,50.3,489.59
4277,17.13,42.86,1014.15,73.6,463.09
4278,19.13,45.38,1014.72,81.95,459.94
4279,16.79,44.6,1014.27,48.08,459.48
4280,6.4,41.17,1019.54,85.37,488.82
4281,19.12,44.85,1014.66,43.66,463.71
4282,23.13,71.25,1002.49,94.59,431.91
4283,20.34,46.63,1013.16,79.08,453.62
4284,29.79,69.34,1008.82,65.13,434.74
4285,8.01,40.46,1019.42,76.15,475.42
4286,25.06,62.39,1008.09,82.56,438.31
4287,11.52,40.8,1024.31,73.49,479.56
4288,6.57,39.37,1020.2,77.37,487.94
4289,16.29,53.82,1014.97,73.15,459.95
4290,29.77,69.98,1013.32,69.6,430.65
4291,13.15,41.14,1026.72,80.31,461.49
4292,20.03,45.01,1012.73,56.89,460.11
4293,25.16,58.82,1009.63,72.62,442.0
4294,18.64,52.08,1004.24,99.9,451.3
4295,24.01,65.18,1012.57,76.02,437.27
4296,10.58,41.49,1020.43,91.9,473.19
4297,22.07,69.94,1011.18,80.86,440.09
4298,25.44,63.13,1011.74,77.83,441.91
4299,10.59,41.93,1017.7,92.91,479.85
4300,30.75,73.88,1005.62,57.95,436.97
4301,26.26,63.73,1010.45,70.61,442.18
4302,10.67,45.0,1022.99,85.91,481.83
4303,13.8,44.21,1022.93,83.37,468.97
4304,26.38,71.58,1011.02,80.9,434.26
4305,16.36,44.88,1018.34,76.0,468.53
4306,22.06,59.39,1015.26,85.04,441.31
4307,13.78,40.0,1018.38,68.67,458.74
4308,21.75,59.8,1016.65,72.94,453.17
4309,16.44,53.82,1015.4,63.16,462.09
4310,28.09,70.02,1010.84,51.29,437.83
4311,11.45,40.8,1027.74,78.6,476.28
4312,8.86,40.8,1028.18,91.0,483.36
4313,8.97,39.66,1021.63,78.94,482.62
4314,31.18,70.36,1006.38,56.74,438.46
4315,16.81,38.52,1018.26,75.21,459.01
4316,7.57,41.14,1028.23,87.97,477.8
4317,10.84,39.18,1023.64,87.1,474.49
4318,20.94,44.58,1016.98,59.65,463.69
4319,32.27,71.85,1007.88,56.01,427.56
4320,25.06,64.63,1020.66,54.93,446.57
4321,6.99,40.07,1014.83,54.36,490.11
4322,29.22,75.23,1010.49,48.73,438.57
4323,21.02,61.5,1008.52,77.74,448.08
4324,14.38,40.66,1016.34,92.37,463.1
4325,27.97,68.31,1010.64,55.91,443.34
4326,14.8,44.92,1024.06,91.67,464.01
4327,27.23,49.16,1004.03,40.8,443.78
4328,11.17,40.27,1009.54,74.56,476.18
4329,23.28,48.92,1010.23,41.55,449.27
4330,14.91,39.28,1014.57,75.23,469.34
4331,11.41,41.4,1019.01,78.59,449.5
4332,28.75,70.02,1010.33,46.55,440.31
4333,12.98,39.64,1013.95,74.39,473.54
4334,13.65,42.86,1015.41,87.67,471.75
4335,8.02,41.92,1029.8,92.05,467.21
4336,26.92,62.44,1011.09,70.8,437.99
4337,25.08,51.43,1011.8,71.98,446.67
4338,26.6,61.02,1010.26,66.16,436.19
4339,26.5,66.75,1018.48,61.62,431.23
4340,17.63,40.55,1002.27,73.42,462.13
4341,33.37,71.37,1003.75,45.26,432.67
4342,6.17,40.07,1013.7,58.99,495.21
4343,25.56,58.82,1010.44,70.23,441.0
4344,14.07,42.86,1032.16,71.53,467.47
4345,22.18,59.8,1016.77,73.16,453.24
4346,31.38,68.27,1006.79,52.79,426.67
4347,29.78,74.78,1009.28,55.09,436.39
4348,27.55,63.13,1012.92,71.29,440.75
4349,28.94,68.67,1005.39,75.24,434.65
4350,12.79,44.68,1022.51,99.55,465.75
4351,8.81,43.14,1012.46,73.99,481.56
4352,28.73,68.3,1016.53,55.73,434.15
4353,23.16,69.94,1004.92,68.68,438.48
4354,13.31,42.18,1016.0,83.94,466.56
4355,13.02,45.51,1015.24,80.05,468.46
4356,28.48,54.2,1013.14,49.51,440.55
4357,16.47,38.01,1022.3,72.29,461.54
4358,12.19,41.17,1019.43,65.47,475.64
4359,29.11,74.78,1009.6,56.93,438.75
4360,31.61,69.04,1008.11,47.96,439.19
4361,24.94,74.33,1014.3,75.34,435.21
4362,25.57,65.46,1014.81,38.58,444.46
4363,27.4,69.13,1001.4,82.47,426.18
4364,25.39,58.79,1015.85,62.59,441.51
4365,15.89,41.7,1018.93,82.68,463.33
4366,20.12,58.12,1015.47,79.38,453.33
4367,10.19,37.14,1012.74,73.48,475.01
4368,27.3,56.85,1011.66,36.09,440.01
4369,28.44,74.93,1013.88,52.0,441.52
4370,26.04,74.67,1016.68,81.2,433.55
4371,18.12,58.95,1017.82,86.16,449.28
4372,17.62,43.52,1021.01,71.52,457.45
4373,24.82,57.19,1007.82,71.46,439.91
4374,29.05,68.24,1007.88,42.67,433.92
4375,13.09,39.85,1012.86,58.42,475.89
4376,9.0,40.78,1025.39,99.22,468.5
4377,15.56,41.04,1025.8,64.81,457.11
4378,21.5,61.5,1008.43,78.13,447.83
4379,21.28,70.72,1010.29,86.22,445.54
4380,26.13,48.06,1013.5,47.67,440.99
4381,11.02,40.71,1020.3,86.64,469.31
4382,28.03,68.67,1005.52,58.16,438.8
4383,16.14,44.63,1019.44,47.85,463.5
4384,23.55,73.18,1011.85,87.97,437.88
4385,23.96,47.43,1008.38,63.55,446.86
4386,31.37,74.87,1009.22,56.58,436.16
4387,18.53,63.91,1010.26,97.8,440.64
4388,24.58,48.98,1014.96,38.75,459.79
4389,16.78,39.63,1005.84,87.91,465.97
4390,22.67,68.08,1013.0,66.59,443.79
4391,5.15,40.78,1025.34,95.84,483.03
4392,14.38,40.1,1015.51,81.23,467.28
4393,27.99,69.89,1013.94,51.25,435.79
4394,10.1,41.79,1019.36,78.07,474.09
4395,19.29,50.16,1010.49,97.78,450.21
4396,25.47,60.75,1007.27,65.91,438.42
4397,28.55,69.84,1003.38,67.26,432.7
4398,10.55,41.92,1030.0,91.23,470.95
4399,27.54,68.27,1008.12,56.42,433.0
4400,24.72,68.67,1006.74,79.02,443.06
4401,27.7,72.24,1011.02,67.6,434.56
4402,27.38,70.04,1011.18,72.26,428.88
4403,10.8,41.62,1012.84,93.84,462.84
4404,23.32,69.13,1010.75,91.84,435.27
4405,25.2,61.08,1013.04,74.28,447.09
4406,15.5,39.16,1016.24,78.13,469.52
4407,14.14,39.82,1012.46,81.15,472.52
4408,13.17,36.71,1012.82,72.76,474.93
4409,11.03,42.32,1017.26,90.56,470.92
4410,20.61,60.1,1010.84,80.57,450.46
4411,24.73,74.22,1010.15,79.83,436.55
4412,22.35,63.94,1010.32,93.02,443.9
4413,27.46,61.86,1012.39,66.09,439.72
4414,11.64,41.39,1017.36,83.4,479.53
4415,27.24,71.25,1000.5,86.28,430.94
4416,24.29,57.5,1014.85,67.28,449.98
4417,18.67,58.46,1016.73,87.7,447.16
4418,21.19,50.16,1005.81,84.27,450.33
4419,28.4,75.23,1011.12,55.01,441.78
4420,3.21,38.44,1017.11,84.86,492.93
4421,30.36,69.04,1009.6,58.73,436.72
4422,15.0,41.17,1015.57,64.82,468.72
4423,22.19,62.96,1019.54,67.96,453.03
4424,28.56,69.51,1012.45,46.59,434.35
4425,23.85,52.3,1005.9,70.95,441.99
4426,21.36,59.54,1007.99,92.62,446.09
4427,13.98,41.79,1010.6,83.84,457.12
4428,26.39,49.16,1005.68,56.18,442.87
4429,15.14,39.72,1002.96,72.52,460.15
4430,5.62,41.31,1001.37,89.16,485.6
4431,15.75,39.16,1016.31,77.99,468.87
4432,7.81,40.71,1023.32,82.08,475.46
4433,13.87,41.74,1021.42,64.02,472.12
4434,14.42,48.92,1011.76,76.03,461.14
4435,29.1,77.95,1010.01,71.48,431.28
4436,28.41,75.6,1018.48,56.07,440.28
4437,27.27,72.58,1009.25,89.31,428.93
4438,23.97,44.57,1007.35,62.71,448.17
4439,25.09,57.43,1013.2,70.42,446.11
4440,11.3,40.55,1005.97,97.99,476.72
4441,23.47,69.71,1009.66,88.83,442.23
4442,28.13,56.9,1007.17,51.66,436.95
4443,14.79,47.83,1007.27,92.04,463.22
4444,21.59,61.87,1011.18,57.21,446.58
4445,24.38,47.01,1015.17,68.96,454.85
4446,29.16,55.68,1004.84,55.68,435.04
4447,31.18,69.04,1008.19,49.72,441.26
4448,23.64,70.04,1011.09,83.35,435.21
4449,15.0,40.66,1016.28,89.62,456.63
4450,8.16,39.72,1020.54,82.11,480.21
4451,26.16,70.04,1009.63,73.22,432.56
4452,23.46,59.27,1010.6,79.79,445.57
4453,16.39,52.75,1024.42,54.61,459.48
4454,11.67,36.18,1016.03,61.44,472.76
4455,21.87,69.45,1014.04,71.19,439.97
4456,17.23,40.12,1013.52,81.55,456.2
4457,28.27,66.56,1007.36,55.99,433.52
4458,12.27,41.17,1019.41,58.1,475.13
4459,23.6,48.98,1015.41,48.28,448.43
4460,11.58,40.66,1017.0,97.13,466.42
4461,28.26,72.43,1006.68,72.3,426.2
4462,25.6,58.46,1016.34,66.6,441.88
4463,11.74,40.6,1013.91,90.57,473.84
4464,28.05,70.36,1006.73,64.42,434.06
4465,29.9,64.79,1016.9,48.24,441.41
4466,14.77,49.15,1020.56,80.27,467.72
4467,12.93,45.51,1015.27,87.27,469.83
4468,10.75,45.01,1018.73,93.16,471.47
4469,18.64,67.71,1003.84,89.63,442.26
4470,10.27,40.64,1020.63,84.6,474.99
4471,27.08,66.05,1017.33,54.68,439.47
4472,10.59,41.54,1019.94,73.88,477.05
4473,22.61,44.05,1005.69,76.74,443.45
4474,25.48,58.95,1017.02,51.16,440.42
4475,20.86,51.3,1012.03,92.46,449.67
4476,10.03,41.62,1014.55,95.61,462.73
4477,23.75,68.51,1013.21,76.01,441.61
4478,10.36,43.67,1012.16,77.04,478.27
4479,23.41,74.99,1007.22,84.55,442.51
4480,20.79,57.32,1012.47,70.09,446.18
4481,26.16,63.76,1010.03,68.77,437.24
4482,19.94,38.52,1018.4,55.9,450.48
4483,30.52,71.77,1006.22,56.4,426.14
4484,22.89,73.11,1006.66,73.11,440.15
4485,6.65,38.5,1014.01,87.6,491.54
4486,24.24,71.58,1010.15,91.14,437.75
4487,24.42,66.56,1002.04,84.7,434.18
4488,13.32,44.2,1020.02,78.78,465.57
4489,23.83,71.37,1002.04,64.78,443.29
4490,28.79,68.51,1013.02,62.84,432.51
4491,14.87,35.71,1015.53,57.7,468.75
4492,10.52,41.01,1020.35,93.58,466.75
4493,22.49,61.27,1019.6,57.1,448.51
4494,4.89,45.87,1007.58,99.35,482.69
4495,10.76,40.78,1023.81,87.96,469.97
4496,19.11,58.95,1017.07,85.49,449.89
4497,17.23,41.1,1002.45,68.88,464.18
4498,29.1,73.4,1011.35,57.31,436.85
4499,5.98,39.61,1017.27,84.86,482.17
4500,21.99,42.48,1011.77,74.04,456.65
4501,25.09,71.58,1010.17,86.01,434.51
4502,30.35,69.51,1009.95,39.24,430.07
4503,7.28,39.81,1017.61,87.56,483.0
4504,21.08,46.93,1014.49,63.33,453.87
4505,16.34,41.16,1006.36,75.52,462.56
4506,27.59,71.97,1008.64,88.22,437.33
4507,15.75,39.0,1015.91,69.58,460.73
4508,21.9,47.43,1006.8,60.48,452.13
4509,24.57,66.54,1004.44,83.15,432.41
4510,19.95,50.59,1016.11,73.23,459.27
4511,13.66,40.55,1005.46,96.02,467.7
4512,21.73,61.45,1010.27,91.59,442.78
4513,15.07,50.88,1014.33,100.12,464.37
4514,30.82,78.87,1012.06,70.69,432.01
4515,30.69,69.89,1013.9,42.85,431.01
4516,21.91,58.62,1015.95,72.87,450.23
4517,8.77,40.77,1011.54,89.58,480.56
4518,9.57,52.75,1022.32,75.4,470.93
4519,14.57,37.86,1022.44,68.82,463.58
4520,34.53,73.03,1013.53,36.74,437.03
